-0.55307,-13.949,7.2276,0.81332,0.81042,0.57891,0.057156,0.30691,-0.28209,0.34901,-0.17654,0.04809,-0.13412,0.061958,-0.0051918,-0.059493,0.021623,0.0066646,0.0037259,0.0046409,0.0012601,0.0027275,0.00016583,0.001464,-0.0004836,0.00042302,-0.00018795,-1.5162e-05,0.00031265,-0.000306,-6.0617e-05,0.00023144,8.534e-05,-1.2757e-05,-1.791e-05,0.00014175,0.00018104,2.7085e-05,1.9801e-05,1.6102e-05,1.5949e-05,-1.783e-05,0,-3.1032,-17.951,6.5773,2.1641,0.37085,0.83122,-0.34814,0.077753,-0.25222,-0.15906,-0.59326,-0.33701,-0.24298,-0.17021,-0.017475,-0.069633,0.017718,0.0094738,0.0022519,0.0040526,-0.00048086,0.00080929,-0.00059473,-0.00088237,-0.0025496,-0.0011266,-0.00085638,-0.00088695,4.4366e-05,7.9101e-05,-4.1239e-05,-0.00020611,-0.0001107,-0.00012892,-0.00014321,-2.1247e-06,3.6366e-05,-7.2448e-05,-8.7202e-05,-3.9395e-05,1.734e-06,-2.8714e-05,-5.4467,-19.432,4.7337,1.2679,0.53379,1.2694,-0.26157,-0.21923,-0.50458,-0.12509,-0.55612,-0.42449,-0.20488,-0.097597,-0.037379,-0.083394,0.0045762,0.0054467,0.0015664,0.0038505,0.00022373,0.0016171,-0.00043949,-6.7316e-05,-0.00123,-0.00047264,-0.00061437,-0.00036334,-6.6892e-05,-3.5976e-05,-4.4654e-05,-9.3338e-05,1.2127e-05,8.0246e-05,0.00011194,7.0647e-05,1.9291e-05,-5.0924e-05,-2.6424e-05,7.0891e-05,6.5094e-05,5.8185e-05
-0.33518,-14.134,7.3409,0.99856,0.87461,0.80615,-0.02465,0.17291,-0.33139,0.29608,-0.12571,0.020915,-0.068152,0.1402,-0.0064723,-0.052041,0.023035,0.0010686,0.0018312,0.0050976,0.0022798,0.0025707,-0.0013007,0.00028428,-0.0010387,0.00047065,0.00037168,0.00035445,0.0011328,0.0020462,0.0005246,-0.0011618,-0.0003892,0.00024154,0.00043699,9.494e-05,-8.9046e-05,-0.0002001,3.6445e-05,7.3063e-05,0.00020322,0.00017904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.53979,-14.6,7.529,1.2512,0.65054,0.73118,0.036801,0.25653,-0.28908,0.33788,-0.12933,-0.0013775,-0.12116,0.12228,-0.0050714,-0.059438,0.022024,0.0079602,0.0041462,0.0043089,0.0011397,0.0023024,-0.00028406,0.0010575,-0.00059071,0.00029646,-0.00037774,-1.2459e-05,0.00046915,0.00015327,0.00023818,0.00013083,9.6789e-05,9.7248e-05,3.5902e-05,2.8e-05,3.0895e-05,7.4923e-05,6.7425e-05,4.886e-05,5.1688e-07,1.7073e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9678,-15.274,7.1488,1.3454,0.83254,0.91121,0.12513,0.32822,-0.29095,0.34277,-0.13664,0.054905,-0.1203,0.064178,-0.0058231,-0.059995,0.021626,0.0071831,0.0036992,0.004382,0.0013905,0.0022617,-0.00058188,0.0014348,-0.0004182,0.00062947,-5.0255e-05,8.2221e-05,-0.00036074,-9.5478e-05,-3.4308e-05,1.4278e-05,-0.00011435,-4.3836e-06,-2.1458e-05,-0.00011551,-2.4888e-05,-1.8484e-05,1.2811e-05,-1.4752e-05,-2.2192e-05,-5.932e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1228,-12.564,7.0406,0.93019,1.2622,0.11738,0.57068,0.2639,0.13862,0.78787,-0.19084,0.49008,-0.13159,0.0032236,0.000658,-0.047411,0.021021,0.0030393,0.0048238,0.00095305,0.002395,0.001218,0.00051944,0.0029777,-0.00045022,0.002195,-2.9056e-05,0.00041775,-0.00025533,-9.3693e-05,-0.00022198,-0.0001833,-0.00015482,-8.6583e-05,-7.8765e-05,-8.1692e-05,7.5792e-05,0.00010674,0.00012494,7.1362e-05,0.00010846,4.41e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3215,-12.24,6.9704,0.70072,1.2462,0.18263,0.5501,0.16563,0.11247,0.82764,-0.13895,0.52993,-0.06553,0.10472,0.0021895,-0.047625,0.021488,0.003828,0.0052483,0.00117,0.0026041,0.0015842,0.00070047,0.0029406,-0.00092566,0.0020151,-0.00010488,0.00029599,2.2444e-05,-7.5042e-06,8.934e-05,-8.348e-06,-6.3267e-05,-5.3316e-05,4.2267e-05,0.00013456,0.00010804,3.1835e-05,-8.8368e-05,-7.8556e-05,-1.406e-05,-7.2767e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5074,-12.289,7.0793,0.75859,1.1765,0.24555,0.55407,0.17914,0.049158,0.78746,-0.12306,0.4858,-0.087375,0.087897,0.0023714,-0.047139,0.021714,0.0035685,0.0052284,0.0012394,0.002569,0.001483,0.00053721,0.0028708,-0.00075914,0.0019224,-0.00033093,0.00040026,0.00026482,0.00011008,6.2895e-07,6.4141e-05,9.7204e-05,0.00010152,3.1915e-05,-5.049e-05,0.00010295,1.3167e-06,1.2517e-05,-3.8263e-05,1.0057e-05,2.5732e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6031,-11.86,7.223,0.70227,1.0245,0.13931,0.54577,0.16757,0.051258,0.77959,-0.16438,0.46002,-0.086547,0.072049,0.0013523,-0.047069,0.022288,0.0037157,0.0050216,0.00080216,0.0020592,0.0012858,0.00040225,0.002947,-0.0012363,0.0017933,-0.00037816,0.00048777,0.00013184,2.5621e-06,8.2181e-05,-2.2436e-05,-4.3197e-06,-8.562e-05,-4.1451e-05,-2.6833e-05,-4.5674e-05,8.3665e-05,-6.0746e-05,1.8122e-05,6.9951e-06,0.00011093,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6086,-11.748,7.2688,0.74146,1.0078,0.13746,0.50522,0.094948,-4.3315e-05,0.74561,-0.16496,0.44861,-0.095585,0.085962,0.0016332,-0.046781,0.021641,0.0029445,0.0050768,0.0010623,0.0021353,0.00099021,0.00028571,0.0032159,-0.0006961,0.0021045,-0.00034431,0.00082182,-7.7493e-05,-0.00038606,-0.00010549,0.000322,3.3734e-05,-0.00018402,-0.000168,8.3636e-06,0.00014783,9.4582e-05,9.6446e-05,4.0388e-05,-3.6836e-05,1.0149e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4744,-11.867,7.1955,0.67693,1.077,0.098028,0.46422,0.10928,-0.020235,0.77133,-0.16899,0.44763,-0.12817,0.083991,0.00075231,-0.047296,0.022017,0.0034696,0.0052179,0.0007505,0.0019982,0.0013227,6.308e-05,0.0028431,-0.0011295,0.0020013,-0.00021448,0.00044804,0.00040718,0.0002002,0.00010698,5.2557e-05,3.0134e-05,-4.3297e-06,3.8847e-05,7.3061e-05,1.7499e-05,-3.616e-05,5.7275e-05,1.1091e-05,5.8198e-05,4.2019e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
