-0.55307,-15.772,3.4207,0.33526,0.89613,0.088091,0.41567,0.1267,0.13255,0.33759,0.02388,0.14724,-0.012345,0.065987,-0.0051918,-0.0681,0.0098545,0.0016494,0.0024727,0.0012828,0.0017892,0.0010322,0.001355,0.0012152,0.0010131,0.0011177,0.0010352,0.00035182,0.00031265,-0.00050906,4.81e-05,0.00013754,-0.00027018,2.4793e-05,-2.572e-05,2.7463e-05,-0.00010205,6.3365e-05,0.00011715,8.8406e-05,0.00023632,6.1803e-05,0
-0.33518,-16.053,3.4372,0.53845,1.162,0.1042,0.55041,0.078066,0.11691,0.32368,-0.025743,0.0067866,0.028416,0.034879,-0.0064723,-0.056916,0.0076004,-0.0023083,0.0038626,0.0024578,0.002579,-0.00045577,0.0011773,0.0023388,0.00072048,-0.00065123,-3.4602e-05,0.0010286,0.0011328,0.0027742,-0.00050611,-0.0010263,0.00022444,0.00021033,0.00019096,-0.00038092,-0.00014468,0.00040939,6.636e-05,-0.00032139,-8.7029e-05,0.00013645,0
-0.53979,-16.52,3.8842,0.34514,1.065,0.03091,0.5115,0.16727,0.065071,0.3849,0.034859,0.0024028,-0.0041541,0.061836,-0.0050714,-0.068859,0.011012,0.0024765,0.0029975,0.0017143,0.0018081,0.0015453,0.0016604,0.0010848,0.00093247,0.00089588,0.00038926,0.00024352,0.00046915,9.6122e-05,9.0751e-05,6.9009e-05,8.1475e-05,-4.201e-05,-5.2142e-05,6.4235e-05,0.00012579,3.5882e-06,-1.5156e-05,6.7333e-06,-1.8395e-05,-7.1263e-05,0
-0.9678,-17.32,3.4535,0.42347,1.1151,0.16332,0.46338,0.22927,0.25133,0.26572,0.08736,0.092151,0.0043857,0.022518,-0.0058231,-0.068966,0.010409,0.0017247,0.0034149,0.00159,0.0015949,0.001254,0.0014688,0.00089366,0.00063261,0.00061147,0.00035558,0.00020919,-0.00036074,-4.1721e-05,3.5637e-05,-1.4805e-05,8.1033e-05,-2.8834e-05,-3.0701e-05,-5.1191e-06,-1.8803e-05,-1.2102e-05,-1.7588e-05,-3.4434e-05,5.1077e-05,3.3535e-05,0
1.1228,-14.837,3.3643,0.45963,0.52199,-0.10558,0.11408,-0.053301,0.12863,0.13033,0.17763,0.11719,-0.00049562,0.035871,0.000658,-0.055443,0.0092255,0.0013454,0.001802,-8.1365e-05,0.00033263,0.00018797,0.00082064,0.00011842,-7.2588e-05,9.5801e-05,0.00017805,-0.00039657,-0.00025533,3.1217e-05,-8.4608e-05,-3.6591e-05,-6.2429e-05,-0.00022028,-0.00010996,-0.00015351,7.7922e-05,-4.9958e-05,-0.00020323,5.333e-06,-6.7276e-05,5.9915e-06,0
1.3215,-14.409,3.1191,0.42048,0.6316,-0.1772,0.15363,-0.026331,0.0079122,-0.1416,0.037512,0.13782,0.12879,0.019858,0.0021895,-0.05612,0.0095181,0.0016482,0.0013891,0.00030796,0.00086225,0.00051934,0.00060762,1.777e-05,6.5173e-05,0.00016897,0.00033147,0.00010697,2.2444e-05,8.9946e-05,9.6274e-05,-9.7725e-05,-0.00027085,-1.9402e-05,7.4544e-05,8.323e-05,7.5997e-05,-2.8484e-05,-0.0001419,5.7783e-05,0.00013487,6.5735e-05,0
1.5074,-14.418,3.2122,0.37372,0.70922,-0.1227,0.15358,0.085595,-0.0080745,-0.07029,0.11822,0.059643,0.11762,0.066587,0.0023714,-0.055412,0.0095681,0.0014752,0.0017257,4.8273e-05,0.00080086,0.00065565,0.00052675,0.00025534,0.00016462,0.00055415,0.00017351,0.00038457,0.00026482,2.5087e-05,-0.00010375,7.0111e-05,-6.055e-06,-8.9249e-05,0.00011105,2.2328e-05,-0.00010033,-9.9267e-05,-4.6516e-05,0.00016938,0.00010615,5.7419e-05,0
1.6031,-13.899,3.3758,0.27362,0.6314,-0.14584,0.18784,0.0601,-0.0738,-0.13391,0.15608,0.065396,0.12564,0.12097,0.0013523,-0.055008,0.010393,0.002075,0.0014887,1.6384e-05,0.0012486,0.00093814,0.00046161,-0.00013383,4.2305e-05,1.1708e-05,0.00016502,0.00043901,0.00013184,7.1034e-05,0.00013616,8.0324e-05,1.4131e-06,-7.3844e-05,9.1546e-05,0.00010861,-1.9814e-05,-8.6259e-05,-6.3049e-05,-5.2578e-05,-0.00011124,-1.1272e-05,0
1.6086,-13.795,3.4419,0.33021,0.72213,-0.13546,0.1991,0.07119,-0.062134,-0.15351,0.10905,0.042607,0.10119,0.098551,0.0016332,-0.054713,0.0092928,0.0018013,0.0021421,-0.0005505,0.00073878,0.00088871,0.00068032,9.0489e-05,-0.00050734,-0.00054334,-0.00016664,-8.2202e-05,-7.7493e-05,-0.00063675,0.00025353,0.00029425,-0.00023127,-0.00023099,-0.00021146,4.3105e-06,0.00015781,6.6222e-05,-4.9548e-05,-0.00014236,-0.00011385,-0.00023862,0
1.4744,-13.91,3.3871,0.37523,0.70614,-0.19467,0.16259,0.087885,0.032637,-0.12982,0.010869,0.083604,0.093419,0.078902,0.00075231,-0.055308,0.010031,0.0020186,0.0017205,0.00040277,0.00094322,0.00052192,0.00046478,0.00023614,-3.483e-05,-0.0002252,0.00027195,0.00022863,0.00040718,0.00019028,9.4781e-05,-5.4306e-05,-6.9095e-05,8.9161e-05,-6.7462e-06,-0.00016458,-0.00014308,0.00022669,7.3464e-05,-0.00010585,2.4596e-05,0.00013553,0
